,company,title,location,job posted date,job salary,summary,Experince Level,City,State,Manager,Engineer
228,MealPal,Junior Data Analyst,"New York, NY",Posted18 days ago,,️ Mine data for answers to business challenges.️ Develop insights and recommend business strategy based on data.This role is ideal for a 2022 College Grad.,,New York, NY,0,0
229,Adept Consultants,newData analyst with Banking and Data Migration Program / Proje...,Remote,PostedJust posted,$60 an hour,Clearly articulate the definition of data and help understand the logical and physical representation.Must have prior experience in banking.,,Remote,,0,0
230,Eteam Infoservices Private Limited,Data Analyst,+1 locationRemote,Posted30+ days ago,$50 - $63 an hour,"Aggregates data from multiple data sources, including Workday,.5+ years of experience in data analytics/reporting.Job Types: Full-time, Contract.",,+1 locationRemote,,0,0
231,Infologitech,newData Analyst,"Raleigh, NC (North Central area)",EmployerActive 4 days ago,$70 - $75 an hour,"Strong interest in playing a technical data steward role across our business and technology partners to understand and detail our data, appropriate Required 3…",,Raleigh, NC (North Central area),0,0
232,Computershare,Data System Analyst,Remote in Colorado,Posted12 days ago,$70000 - $85000 a year,"Collecting and reviewing data files, including Sale Files, Prefund Files and Loan Substitution Files to ensure Loan Accounting, Inventory Management and…",,Remote in Colorado,,0,0
233,GMH Asphalt Corporation,"newAP/AR, data entry and cost analyst","Chaska, MN 55318",EmployerActive 5 days ago,$20 - $23 an hour,"Accurate entry of data for Job Costing.Daily timecard entry, prep work for payroll.Daily reconciliation of materials and trucking.",,Chaska, MN 55318,0,0
234,"Dovenmuehle Mortgage, Inc.",Data Integration Analyst,"Lake Zurich, IL 60047+1 location",EmployerActive 7 days ago,From $40000 a year,"Maintain accurate and timely communication with sub-servicing clients, prior service's, and internal department personnel to ensure minimal impact to clients…",,Lake Zurich, IL 60047+1 location,0,0
235,Carpenter Technology,Global Commercial Business & Data Solutions Analyst,"Reading, PA 19601",Posted30+ days ago,Full-time,"Defects/break fix for data loads and validations.Assist with Governance Toolset development, unit testing and integration testing.",,Reading, PA 19601,0,0
236,Texas Children's Hospital,Business Intelligence Analyst,"Bellaire, TX 77401",Posted30+ days ago,,"You’ll also develop into a subject matter expert in Health Plan data and its transformation into analytics and business intelligence, working on assignments of…",,Bellaire, TX 77401,0,0
237,FSA Federal,Data Analyst Supporting the FBI,"New York, NY 10007 (Tribeca area)+15 locations",Posted30+ days ago,$26.92 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,New York, NY 10007 (Tribeca area)+15 locations,0,0
238,South Shore Health,Data Quality Analyst (HIM/Medical Records),"Weymouth, MA 02190 (South Weymouth area)",Posted30+ days ago,Part-time,"Under general supervision, reviews medical records to ensure that records are complete and all appropriate documentation is present.",,Weymouth, MA 02190 (South Weymouth area),0,0
239,Cleveland Clinic,Kronos/Qgenda Systems Data Analyst II,"Cleveland, OH 44195 (Fairfax area)+1 location",Posted27 days ago,,Minimum of 3 year of data statistical analysis experience.Ensures data requirements are met and data is extracted efficiently to provide accurate reports.,,Cleveland, OH 44195 (Fairfax area)+1 location,0,0
240,ASK Consulting,newResearch Operations/ Data Analyst Engineer,Remote,PostedJust posted,$69 - $71 an hour,"Architect system from multiple data sources.Perform ETL to blend data sources through manual and automated processes.Database design, management and support.",,Remote,,0,1
241,American Homes 4 Rent,Data Analyst (Remote),"Remote in Las Vegas, NV",Posted30+ days ago,$60000 - $86000 a year,"Extracts data from primary and secondary sources and assess the quality and meaning of data, translates data into a readable format.(This is a remote role).",,Remote in Las Vegas, NV,0,0
242,DISYS,newJunior Data Analyst,"Tampa, FL+18 locations",PostedToday,$26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Tampa, FL+18 locations,0,0
243,BusiApp Corp,newJr Marketplace Data Analyst,"Hybrid remote in Morrisville, NC",PostedJust posted,$35000 - $45000 a year,This full time salary position is 8-5 Monday-Friday.*.Utilizing advanced formulas in Excel and Sheets to analyze market research data.,,Hybrid remote in Morrisville, NC,0,0
244,DISYS,newJr. Data Analyst,"Tampa, FL+5 locations",Posted4 days ago,$22 - $26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Tampa, FL+5 locations,0,0
245,FSA Federal,Data Analyst Supporting the FBI,"Minneapolis, MN 55430+14 locations",Posted30+ days ago,$23.06 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Minneapolis, MN 55430+14 locations,0,0
246,FSA Federal,Data Analyst Supporting the FBI Health Care Fraud Unit,"Washington, DC 20004 (Penn Quarter area)",Posted30+ days ago,$25.29 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Washington, DC 20004 (Penn Quarter area),0,0
247,American Homes 4 Rent,Data Analyst (Remote),"Remote in Las Vegas, NV+3 locations",Posted30+ days ago,$60000 - $86000 a year,"Extracts data from primary and secondary sources and assess the quality and meaning of data, translates data into a readable format.(This is a remote role).",,Remote in Las Vegas, NV+3 locations,0,0
248,Amazon.com Services LLC,ICQA Data Analyst,"West Columbia, SC",Posted30+ days ago,Full-time,"Development of data collection processes and data management systems.Initiative to develop tools, data collection processes, and data management systems.",,West Columbia, SC,0,0
249,Amanda Blu & Company,newData Maintenance & Analyst:,"Shawnee, KS 66227",PostedToday,$50000 - $60000 a year,Developing and maintaining databases and data systems.Performing analysis to assess quality and meaning of data.401(k) with company matching.,,Shawnee, KS 66227,0,0
250,First American,"newData Quality Analyst - Remote, AZ","Remote in Phoenix, AZ+1 location",Posted3 days ago,,"Assist in correcting minor data quality errors.Must be able to understand business rules, work with varying data formats, and develop metrics and audit…",,Remote in Phoenix, AZ+1 location,0,0
251,DISYS,newJr. Data Analyst,"Riverview, FL+5 locations",Posted4 days ago,$22 - $26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Riverview, FL+5 locations,0,0
252,FSA Federal,Data Analyst Supporting the DEA,"Guaynabo, PR 00968+15 locations",Posted30+ days ago,$13.48 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Guaynabo, PR 00968+15 locations,0,0
253,"Fiserv, Inc.",Data Entry Analyst,"Wilmington, DE",Posted13 days ago,Full-time,"0-5 years of an equivalent combination of educational background, related experience and/or military experience.Working hours will be 9am - 6pm EST.",,Wilmington, DE,0,0
254,The Institute for Advanced Learning and Research,Research and Data Analyst for Southern Virginia Region,"Danville, VA 24540",EmployerActive 6 days ago,$406 a week,"While there is not a specific age or educational requirement, experience with collecting and disseminating data or utilizing social medial and Microsoft Office…",,Danville, VA 24540,0,0
255,VeriHygene Inc,Data Analyst / Processor,"Laurel, MD",EmployerActive 2 days ago,$21 - $29 an hour,"Identify and interpret patterns and trends, assess data quality and eliminate irrelevant data.Must have at least 2 years’ experience working as an analyst in a…",,Laurel, MD,0,0
256,Snappyhires,newData Analyst Infomatica,Remote,PostedJust posted,$35 - $47 an hour,Partner with core data engineering teams to consistently evolve data models based on growing business and engineering needs.Pay: $35.00 - $47.00 per hour.,,Remote,,0,0
257,Technology Enhanced Learning & Living (TELL)...,Board Certified Behavior Analyst BCBA LBA,"Austin, TX",EmployerActive 3 days ago,Up to $80000 a year,"* analyze data to determine when, where and the function of problem behaviors.BCBA-Board Certified Behavior Analyst .Organize and Maintain Records (10%).",,Austin, TX,0,0
258,Orgspire Info Technologies Pvt. Ltd.,newInformatica (ETL) Data Analyst,Remote,PostedJust posted,$47 - $52 an hour,"Work Authorization: * Only Independent Contractors.Key Skills: * Informatica (ETL), Data analysis.Strong Data Analyst experience ~ 4+ years.",,Remote,,0,0
259,Stafug,newData/Business Analyst,"Remote in California City, CA+3 locations",PostedJust posted,$55 - $65 an hour,"In addition, you will provide insight to other data analysts, data architects, and application developers to create an enterprise data model that meets business…",,Remote in California City, CA+3 locations,0,0
260,KWx,BI Analyst - KWx,"Austin, TX",Posted30+ days ago,Full-time,"Develop a deep, insightful understanding of our organizational data and 3rd party data.Build and deploy great data solutions.WHO WE ARE: ONE TEAM.",,Austin, TX,0,0
261,Infipact,newData Analyst,Remote,Posted7 days ago,$50 - $55 an hour,"Location : - Fremont, CA (Remote until Covid subsides).5+ years of exp in writing complex SQL queries- strong SQL experience.Job Types: Full-time, Contract.",,Remote,,0,0
262,Auto Approve,newSenior Business Intelligence Analyst,"Minneapolis, MN 55430",Posted8 days ago,Full-time,Data governance and data education design and processes for managing data.Research and locate systems and data.About The Team And Position.,,Minneapolis, MN 55430,0,0
263,Rohatech llc,newData Analyst - Tableau,+1 locationRemote,PostedToday,Full-time +1,"12 Month Contract - Potential For Extension or Conversion.Create Visualization for Business Team.Job Types: Full-time, Contract.Pay: $1.00 - $60.00 per hour.",,+1 locationRemote,,0,0
264,Bobcat Company,newData Science Analyst,"West Fargo, ND 58078+1 location",PostedToday,Full-time,"Data & statistical analysis: 1 year (Preferred).Experience Required: 0-5 Years.Relational data management and reporting tools, such as Power BI or Tableau.",,West Fargo, ND 58078+1 location,0,0
265,DISYS,newData Analyst,"Tampa, FL 33619+12 locations",PostedToday,$24 - $26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Tampa, FL 33619+12 locations,0,0
266,Procom,newData Entry Analyst - 331923,"Getzville, NY",Posted4 days ago,Contract,Assist team members with procedural tasks such as creating/closing accounts and updating static data on existing customers.ASAP – 6 months to start.,,Getzville, NY,0,0
267,Internal Data Resources,newData Analyst,Remote,Posted1 day ago,Full-time,2+ years of SQL querying data and building data pipelines.Creating end-to-end data pipelines and ETL solutions to create accessible data sets.,,Remote,,0,0
268,Eteam Infoservices Private Limited,Data Analyst,+1 locationRemote,Posted30+ days ago,$50 - $63 an hour,"Aggregates data from multiple data sources, including Workday,.5+ years of experience in data analytics/reporting.What is the expected work schedule?",,+1 locationRemote,,0,0
269,FSA Federal,newData Analyst Supporting FBI Lab,"Quantico, VA 22134+15 locations",Posted6 days ago,$25.29 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Quantico, VA 22134+15 locations,0,0
270,Snappyhires,newData Analyst Infomatica,+1 locationRemote,PostedJust posted,$35 - $47 an hour,Partner with core data engineering teams to consistently evolve data models based on growing business and engineering needs.Pay: $35.00 - $47.00 per hour.,,+1 locationRemote,,0,0
271,Cilable,newData Analyst - REMOTE,+4 locationsRemote,Posted5 days ago,Up to $30 an hour,"The candidate will assist the Data Governance Program manager in the delivery of all data governance projects and initiatives.Job Types: Full-time, Contract.",,+4 locationsRemote,,0,0
272,MealPal,Junior Data Analyst,"New York, NY",Posted18 days ago,,️ Mine data for answers to business challenges.Are you a data-driven problem solver?️ Develop insights and recommend business strategy based on data.,,New York, NY,0,0
273,X2Logics,newSr. Data Analyst,+2 locationsRemote,PostedJust posted,$60 - $65 an hour,"We are looking for a data analyst who will be responsible for coordinating the changes to computer databases, test, and implement the database applying…",,+2 locationsRemote,,0,0
274,The Home Depot,newCybersecurity Analyst II (Remote),"Remote in Atlanta, GA+1 location",Posted1 day ago,$100000 - $180000 a year,"Collaborates with cross functional teams to collect, analyze data, presents results and provides recommendations.Must be eighteen years of age or older.",,Remote in Atlanta, GA+1 location,0,0
275,Amazon.com Services LLC,ICQA Data Analyst,"West Columbia, SC+1 location",Posted30+ days ago,Full-time,"Development of data collection processes and data management systems.Initiative to develop tools, data collection processes, and data management systems.",,West Columbia, SC+1 location,0,0
276,Capital Staffing Solutions,Data Systems Analyst,Remote,EmployerActive 5 days ago,From $45 an hour,Analyzes data requirements for data requests (Ad Hoc & Scheduled) and validates complex data models ensuring ability to support requirements.,,Remote,,0,0
277,"N.G. Heimos Greenhouses, Inc",newCustomer Service /Data Analyst,"Millstadt, IL",PostedJust posted,Up to $16 an hour,Heimos Greenhouse is a family owned and operated company established in 1952.Our main facility is located in Millstadt Illinois.Pay: Up to $16.00 per hour.,,Millstadt, IL,0,0
278,The Home Depot,newCybersecurity Analyst (Remote),"Remote in Atlanta, GA+1 location",Posted1 day ago,Full-time,"Collaborates with cross functional teams to collect, analyze data, presents results and provides recommendations.This Position has 0 Direct Reports.",,Remote in Atlanta, GA+1 location,0,0
279,Besler & Company Inc.,Claims Investigation Analyst Jr. - Remote,Remote,EmployerActive 4 days ago,From $15.50 an hour,Analyze data in excel spreadsheets.Analyze and format client data files in a timely manner.BESLER is a nationally recognized financial and operational firm.,,Remote,,0,0
280,American Unit,Data Protection Analyst,"New York, NY",EmployerActive 6 days ago,$60 - $65 an hour,IV process - panel one and done Pittsburgh or NY local.Symantec is the biggest must have - otherwise need 10+ years of endpoint protection exp.,,New York, NY,0,0
281,BusiApp Corp,newJr Marketplace Data Analyst,"Hybrid remote in Morrisville, NC",PostedJust posted,$35000 - $45000 a year,Translating data and business requirements to business strategies.This full time salary position is 8-5 Monday-Friday.*.What will you be doing?*.,,Hybrid remote in Morrisville, NC,0,0
282,Amanda Blu & Company,newData Maintenance & Analyst:,"Shawnee, KS 66227",PostedToday,$50000 - $60000 a year,"Your primary goal will be to leverage data and communicate your findings to help us make smarter, data-backed business decisions.401(k) with company matching.",,Shawnee, KS 66227,0,0
283,"N.G. Heimos Greenhouses, Inc",newCustomer Service /Data Analyst,"Millstadt, IL",PostedJust posted,Up to $16 an hour,"The ""Customer Service / Data Analyst"" position is in an office setting.High school or equivalent (Preferred).Microsoft Excel: 1 year (Required).",,Millstadt, IL,0,0
284,DISYS,newJr. Data Analyst,"Lakeland, FL+5 locations",Posted4 days ago,$22 - $26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Lakeland, FL+5 locations,0,0
285,US Tech Solutions Private Limited,newData Specialist,"Remote in Georgia, VT",Posted5 days ago,Part-time +2,"Responsible for data entry, data consolidation, data clean-up and data analysis of customer contacts within Salesforce.Must be familiar with Excel functions.",,Remote in Georgia, VT,0,0
286,FSA Federal,newData Analyst Supporting the FBI,"Phoenix, AZ 85024 (Deer Valley area)+15 locations",Posted6 days ago,$22.65 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Phoenix, AZ 85024 (Deer Valley area)+15 locations,0,0
287,FSA Federal,Data Analyst Supporting the FBI,"Chelsea, MA 02150+15 locations",Posted30+ days ago,$23.71 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Chelsea, MA 02150+15 locations,0,0
288,FSA Federal,Data Analyst Supporting the FBI,"Manassas, VA 20109+15 locations",Posted30+ days ago,$25.29 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Manassas, VA 20109+15 locations,0,0
289,Go Local Interactive,Call Data Analyst,"Overland Park, KS 66210",Posted30+ days ago,Part-time,"As a Call Data Analyst, you listen to calls made between a client of Go Local Interactive and their customer and determine the level of quality of those calls.",,Overland Park, KS 66210,0,0
290,"AGB Investigative Services, Inc.",HRIS Analyst,"Chicago, IL 60620 (Gresham area)",EmployerActive 8 days ago,Full-time,"3-5 years of experience as an HRIS analyst or in an data management role, preferably in a multistate organization.Implement/execute HRIS systems and processes.",,Chicago, IL 60620 (Gresham area),0,0
291,First Merchants Bank,Business Intelligence Analyst,"Daleville, IN 47334",Posted30+ days ago,Full-time,"Ensure enterprise report delivery works reliably for the business and is accurate, including but not limited to data analysis projects, reporting systems…",,Daleville, IN 47334,0,0
292,"Infinity Consulting Solutions, Inc.",Jr. Data Analyst - Remote,Remote in Illinois,Posted24 days ago,$20 - $25 an hour,"The Jr. Data Analyst will be responsible to review daily, monthly, and yearly data thoroughly, performing trend analysis and highlighting variances of…",,Remote in Illinois,,0,0
293,DISYS,newJr. Data Analyst,"Clearwater, FL+5 locations",Posted4 days ago,$22 - $26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Clearwater, FL+5 locations,0,0
294,FSA Federal,Data Analyst Supporting the FBI,"New York, NY 10007 (Tribeca area)+14 locations",Posted30+ days ago,$26.92 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,New York, NY 10007 (Tribeca area)+14 locations,0,0
295,DISYS,newJunior Data Analyst,"Brandon, FL+18 locations",PostedToday,$26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Brandon, FL+18 locations,0,0
296,"City of Baltimore, Mayor's Office of Employment...","Data Analyst, Hire Up","Remote in Baltimore, MD",EmployerActive 4 days ago,$66000 a year,"Develop queries to extract data from different sources including transactional applications, local and regional labor market, and demographic data sources.",,Remote in Baltimore, MD,0,0
297,DISYS,newJr. Data Analyst,"Wesley Chapel, FL+5 locations",Posted4 days ago,$22 - $26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Wesley Chapel, FL+5 locations,0,0
298,"Power Distributing, A Red Bull Distributor",Data Analyst,"Elmhurst, IL 60126",Posted30+ days ago,Full-time,"1-3 years of work experience as a data analyst or in related field.Providing technical expertise on data storage structures, data mining, and data cleansing.",,Elmhurst, IL 60126,0,0
299,SAIC,Data Analyst/Systems Engineering,"Chantilly, VA 20151",Posted18 days ago,Full-time,"Experience with data compliance and data security.Bachelor degree in engineering, science, or related discipline and 5 years experience, Masters Degree and 3…",,Chantilly, VA 20151,0,1
300,Procom,newBusiness System Analyst (Senior) - 332325,"Charleston, WV",Posted4 days ago,Contract,Provide monthly man-hours data to management;Collect and maintain Lessons Learned data throughout the project life-cycle;Update Master Plan and ILI Tracker;,,Charleston, WV,0,0
301,PwC,newGlobal Data & Analytics Senior Manager,"Charlotte, NC 28244 (Fourth Ward area)+126 locations",Posted1 day ago,,"Working with customer data platforms (CDP);Automating the aggregation of data across channels; and,.Generating, collecting and analysing customer behavior…",,Charlotte, NC 28244 (Fourth Ward area)+126 locations,1,0
302,FSA Federal,Data Analyst Supporting the USAO,"Mobile, AL 36602 (Central Business District area)+15 locations",Posted30+ days ago,$19.61 an hour,Extract data from data base.Ability to enter and retrieve data from data bases.Extract data from data bases for management and program reports.,,Mobile, AL 36602 (Central Business District area)+15 locations,0,0
303,Mitchell International,newRemote Data Analyst 1,"Remote in Egg Harbor Township, NJ",Posted3 days ago,Full-time,"Reporting to the Client Services Supervisor, and working within the Operations and Risk Services.This position is responsible for internal and external client…",,Remote in Egg Harbor Township, NJ,0,0
304,BDS Connected Solutions,Tableau Data Analyst,Remote,EmployerActive 13 days ago,From $55000 a year,"Manage changes to reporting databases and maintain effective data collection protocols.Clean, check and manipulate data to build interactive dashboards via…",,Remote,,0,0
305,Volk Optical,RMA Quality Analyst,"Mentor, OH 44060",EmployerActive 2 days ago,Full-time,Excellent verbal and written (including technical writing) communication skills with strong attention to detail is required.,,Mentor, OH 44060,0,0
306,All Points Broadband,newOSP Data Analyst,"Loudoun County, VA+7 locations",Posted7 days ago,Full-time,Analyze data to find areas for growth.This role should have a good understanding of data analysis.Create detailed reports using data reporting tools and…,,Loudoun County, VA+7 locations,0,0
307,FSA Federal,Data Analyst Supporting the FBI,"Chelsea, MA 02150+14 locations",Posted30+ days ago,$23.71 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Chelsea, MA 02150+14 locations,0,0
308,Snappyhires,newData Analyst Infomatica,+1 locationRemote,PostedJust posted,$35 - $47 an hour,Partner with core data engineering teams to consistently evolve data models based on growing business and engineering needs.,,+1 locationRemote,,0,0
309,DISYS,newData Analyst,"Tampa, FL 33619+35 locations",PostedToday,$24 - $26 an hour,"Provide quality assurance of imported data, working with quality assurance analyst if necessary.Supporting initiatives for data integrity and normalization.",,Tampa, FL 33619+35 locations,0,0
310,Infologitech,newData Analyst,"Raleigh, NC (North Central area)+1 location",EmployerActive 4 days ago,$70 - $75 an hour,"Strong interest in playing a technical data steward role across our business and technology partners to understand and detail our data, appropriate Required 3…",,Raleigh, NC (North Central area)+1 location,0,0
311,FSA Federal,Data Analyst Supporting the FBI,"Manassas, VA 20109+14 locations",Posted30+ days ago,$25.29 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Manassas, VA 20109+14 locations,0,0
312,Northrop Grumman,Sr. Principal Data Insight Analyst,"Remote in Melbourne, FL",Posted30+ days ago,$98700 - $171500 a year,Generates actionable knowledge from data.Provide usable data to generate actionable insights.Ability to identify patterns and higher-level information from…,,Remote in Melbourne, FL,0,0
313,Performance Hospitality,Hotel Operations Analyst,"Fort Lauderdale, FL 33316 (Harbordale area)",EmployerActive 6 days ago,$45144 - $60000 a year,Consistently evaluate current procedures and data sources to ensure the teams are provided with the most reliable and accurate data available.,,Fort Lauderdale, FL 33316 (Harbordale area),0,0
314,Ascendo Resources,newData Analyst,Remote+4 locations,PostedJust posted,$75000 a year,"Developing and maintaining databases, data systems – reorganizing data in a readable format.Performing analysis to assess quality and meaning of data.",,Remote+4 locations,,0,0
315,Fourans LLC,newData Analyst I(PG4),"Fairfax, VA 22035",PostedJust posted,$31 an hour,"Designs and conducts data analytic processes.Perform data analytics, visualization, and dashboards.The incumbent will also need to compile data mined files…",,Fairfax, VA 22035,0,0
316,"Chick-fil-A, Inc.","Sr. Business Analyst, Data Privacy","Atlanta, GA 30349+1 location",Posted25 days ago,,Familiarity with US and International data privacy regulations.2-5 years relevant work experience.You will serve as a subject matter expert for privacy…,,Atlanta, GA 30349+1 location,0,0
317,Shock Surplus,Data Processing Analyst,"San Francisco, CA",EmployerActive 4 days ago,$90000 - $100000 a year,"We are currently expanding our internal data team, and we are looking for a data engineer with at least 3 years of relevant data processing and coding…",,San Francisco, CA,0,0
318,"MSP Recovery of Puerto Rico, LLC",newHealthcare Data Analyst,"San Juan, PR",EmployerActive 4 days ago,Full-time,5 years of experience with analyzing healthcare data – this experience should include work in at least 2 of the following areas:,,San Juan, PR,0,0
319,"Dovenmuehle Mortgage, Inc.",Data Integration Analyst,"Lake Zurich, IL 60047+3 locations",EmployerActive 7 days ago,From $40000 a year,"Maintain accurate and timely communication with sub-servicing clients, prior service's, and internal department personnel to ensure minimal impact to clients…",,Lake Zurich, IL 60047+3 locations,0,0
320,Network Coverage,Information Security Analyst,Remote,EmployerActive 12 days ago,$55000 - $80000 a year,"Monitor and analyze data flow to identify and block malicious behavior and activities.Candidates will primarily work from home, however occasional dispatch may…",,Remote,,0,0
321,Webhelp Americas,newQuality Analyst - Cincinnati - OH,"Mason, OH 45040+3 locations",Posted5 days ago,$40000 - $44000 a year,Ability to analyze data and provide solutions with excellent attention to detail.Ability to listen attentively while observing and use data to analyze Content…,,Mason, OH 45040+3 locations,0,0
322,IT at Nestlé,Senior Business Analyst (Manufacturing Execution Systems),"Remote in Solon, OH",Posted30+ days ago,Full-time,"As a Senior Business Analyst, you will serve as a liaison between the IS/IT & Business Consumers and Customers.High School diploma or GED equivalent.",,Remote in Solon, OH,0,0
323,BusiApp Corp,newJr Marketplace Data Analyst,"Hybrid remote in Morrisville, NC",PostedJust posted,$35000 - $45000 a year,Translating data and business requirements to business strategies.This full time salary position is 8-5 Monday-Friday..What will you be doing?.,,Hybrid remote in Morrisville, NC,0,0
324,FSA Federal,Data Analyst Supporting the FBI,"Washington, DC 20004 (Penn Quarter area)+15 locations",Posted30+ days ago,$25.29 an hour,"Accurately enters required data into one or more databases, documents, or spreadsheets.Attention to detail and the ability to read and follow directions is…",,Washington, DC 20004 (Penn Quarter area)+15 locations,0,0
325,Aspire Learning Center,Board Certified Behavior Analyst (BCBA),"Beverly, MA 01915",EmployerActive 4 days ago,$70000 - $90000 a year,"Designs, collects, graphs and analyzes data to make empirically validated decisions on programming.Responsibilities will include design and implementation of…",,Beverly, MA 01915,0,0
326,International Community Health Services,Senior Data Analyst,"Seattle, WA 98104 (International District area)",Posted30+ days ago,Full-time,"As an analyst, developing a standardized inventory of trusted, reliable reports and data collections will be required.Insurance premiums 100% paid by ICHS.",,Seattle, WA 98104 (International District area),0,0
327,Aldi,newData Analyst,"Hybrid remote in Batavia, IL+2 locations",Posted4 days ago,Full-time,"This role is eligible to participate in ALDI’s Hybrid Work Program, which allows remote work up to 3 days per week (i.e., work remotely up to 3 days per week;…",,Hybrid remote in Batavia, IL+2 locations,0,0
328,thredUP Inc,Operations Data Analyst,"Mechanicsburg, PA 17055",EmployerActive 1 day ago,From $75000 a year,"Competitive salary (we leverage market data) + stock.Uses data to identify areas of improvement in the merchandising domain, including in pricing and…",,Mechanicsburg, PA 17055,0,0
329,TWN Communications,Data Analyst Jr.,"Oldsmar, FL 34677",EmployerActive 8 days ago,Full-time,Technical expertise in data mining and analysis.Assists creating and testing SQL queries and direct data pulls through SNMP off monitoring systems and network…,,Oldsmar, FL 34677,0,0
330,T-Mobile,"Analyst, Credit Risk Mgmt - Modeling & Data Science","Overland Park, KS 66251+1 location",Posted30+ days ago,Full-time,"Develop, maintain, and monitor Credit attributes from both external credit bureau data as well as internal customer behavior data.At least 18 years of age.",,Overland Park, KS 66251+1 location,0,0
331,Grant Street Group,newBusiness Analyst – West Coast,+1 locationRemote,PostedToday,,Excel at explaining things with the right amount of detail.Want to know why things work the way they do.Are capable communicators with the spoken and written…,,+1 locationRemote,,0,0
332,"N.G. Heimos Greenhouses, Inc",newCustomer Service /Data Analyst,"Millstadt, IL",PostedJust posted,Up to $16 an hour,Heimos Greenhouse is a family owned and operated company established in 1952. Our main facility is located in Millstadt Illinois. We are a wholesale…,,Millstadt, IL,0,0
333,Phoenix Marketing International,Part-Time Data Production Analyst,+1 locationRemote,EmployerActive 1 day ago,Part-time,"*Part-Time Data Production Analyst: Location: * Remote – US-Based About Phoenix Marketing International: At Phoenix, you will experience an…",,+1 locationRemote,,0,0
334,Computershare,Data System Analyst,Remote in Colorado,Posted12 days ago,$70000 - $85000 a year,Location. Remote – United States. We give you a world of potential. Computershare has an exciting opportunity for a Data Systems Analyst with our team.…,,Remote in Colorado,,0,0
335,Broadly,newData Analyst,Remote,EmployerActive 7 days ago,$66255 - $145111 a year,"Broadly is changing the way local service businesses grow. We help thousands of local service businesses attract, retain, and ""wow"" their customers with…",,Remote,,0,0
336,DISYS,newJr. Data Analyst,"Lutz, FL+5 locations",Posted4 days ago,$22 - $26 an hour,"Data Analyst Duration: 6 Months, Tampa, FL Responsibilities include: - Managing several different data set-including creation, updates, and deletion -…",,Lutz, FL+5 locations,0,0
337,American Unit,Data Protection Analyst,"New York, NY",EmployerActive 6 days ago,$60 - $65 an hour,"Title : Data Protection Analyst Duration : 6+ Months Location : New York, NY IV process - panel one and done Pittsburgh or NY local Symantec is the…",,New York, NY,0,0
338,FSA Federal,Data Analyst Supporting the FBI,"Manassas, VA 20109+15 locations",Posted30+ days ago,$25.29 an hour,"Be a part of the nationwide law enforcement initiative that removes the tools of crime from criminal organizations, depriving wrongdoers of proceeds from…",,Manassas, VA 20109+15 locations,0,0
339,Accuro Group,newData Intelligence Analyst,Temporarily Remote,EmployerActive 4 days ago,$60 - $65 an hour,JD for Data Intelligence requirements: Understanding the various components of *Data Intelligence and how they come together* * Data Intelligence Server …,,Temporarily Remote,,0,0
340,ASK Consulting,newResearch Operations/ Data Analyst Engineer,Remote,PostedJust posted,$69 - $71 an hour,The growing Research Operations organization supporting Research Labs and space planning needs. Together you will have the opportunity to shape and build a…,,Remote,,0,1
341,RemX,newJunior Data Entry Analyst,"Remote in Glen Allen, VA",PostedJust posted,,We are seeking a Data Entry Analyst to join the team of a growing company located in the West End of Richmond. This is a remote position for now. There is a…,,Remote in Glen Allen, VA,0,0
